REGION,INSTITUTION_NAME,INSTITUTION_TYPE,PROVINCE,MUNICIPALITY_CITY,FULL_ADDRESS,cleaned_query,fallback_query,lat,lon,geocode_provider,formatted_address,quality_note
13 - Nat. Capital Region,Colegio de Sta. Teresa de Avila Foundation,Private,Metro Manila,Quezon City,"Colegio de Sta. Teresa de Avila Foundation, Quezon City, Metro Manila, Philippines",colegio de sta. teresa de avila foundation quezon city metro manila philippines,,14.7338288,121.0511969,google,"P3M2+GFP, Skylark, Novaliches, Quezon City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,The One Nation Entrepreneur School,Private,Metro Manila,Makati,"The One Nation Entrepreneur School, Makati, Metro Manila, Philippines",the one nation entrepreneur school makati metro manila philippines,"The One Nation Entrepreneur School, Makati, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Bestlink College of the Philippines,Private,Metro Manila,Quezon City,"Bestlink College of the Philippines, Quezon City, Metro Manila, Philippines",bestlink college of the philippines quezon city metro manila philippines,"Bestlink College of the Philippines, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",14.7286114,121.041674,google,"Quirino Hwy, Novaliches, Quezon City, Metro Manila, Philippines",FALLBACK_FULL|GEOMETRIC_CENTER
13 - Nat. Capital Region,Global Reciprocal Colleges,Private,Metro Manila,Caloocan,"Global Reciprocal Colleges, Caloocan, Metro Manila, Philippines",global reciprocal colleges caloocan metro manila philippines,,14.6498365,120.9839212,google,"GRC Building, 454, 1400 Rizal Ave Ext, Grace Park East, Caloocan, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Golden Link College Foundation,Private,Metro Manila,Quezon City,"Golden Link College Foundation, Quezon City, Metro Manila, Philippines",golden link college foundation quezon city metro manila philippines,,14.7456068,121.0571617,google,"Main Waling-waling St. Brgy 177 Caloocan City North Metro Manila, Caloocan, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Pacific InterContinental College,Private,Metro Manila,Las Piñas,"Pacific InterContinental College, Las Piñas, Metro Manila, Philippines",pacific intercontinental college las pinas metro manila philippines,,14.41979,121.011068,google,"Silver, Las Piñas, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Asian Institute of Computer Studies-Quezon City,Private,Metro Manila,Quezon City,"Asian Institute of Computer Studies-Quezon City, Quezon City, Metro Manila, Philippines",asian institute of computer studies-quezon city quezon city metro manila philippines,"Asian Institute of Computer Studies-Quezon City, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Far Eastern University-Makati,Private,Metro Manila,,,metro manila philippines,,,,,,
13 - Nat. Capital Region,Infotech College of Arts and Sciences Philippines,Private,Metro Manila,Marikina,"Infotech College of Arts and Sciences Philippines, Marikina, Metro Manila, Philippines",infotech college of arts and sciences philippines marikina metro manila philippines,"Infotech College of Arts and Sciences Philippines, Marikina, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Treston International College,Private,Metro Manila,Taguig,"Treston International College, Taguig, Metro Manila, Philippines",treston international college taguig metro manila philippines,,14.5516198,121.0586223,google,"University Parkway District, 32nd Street Corner, C-5, Makati City, 1634 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Access Computer and Technical Colleges-Lagro,Private,Metro Manila,Quezon City,"Access Computer and Technical Colleges-Lagro, Quezon City, Metro Manila, Philippines",access computer and technical colleges-lagro quezon city metro manila philippines,"Access Computer and Technical Colleges-Lagro, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,UBIX Institute of Technologies,Private,Metro Manila,Muntinlupa,"UBIX Institute of Technologies, Muntinlupa, Metro Manila, Philippines",ubix institute of technologies muntinlupa metro manila philippines,"UBIX Institute of Technologies, Muntinlupa, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,College of Divine Wisdom,Private,Metro Manila,Parañaque,"College of Divine Wisdom, Parañaque, Metro Manila, Philippines",college of divine wisdom paranaque metro manila philippines,,14.4896048,120.9949784,google,"FXQV+RXX, Parañaque, 1700 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Meridian International College of Business and Arts,Private,Metro Manila,Taguig,"Meridian International College of Business and Arts, Taguig, Metro Manila, Philippines",meridian international college of business and arts taguig metro manila philippines,,14.5345125,121.0524693,google,"2F CIP Bldg, McKinley Hill 1030, Campus Avenue, Taguig, 1634 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,La Consolacion College-Valenzuela,Private,Metro Manila,Valenzuela,"La Consolacion College-Valenzuela, Valenzuela, Metro Manila, Philippines",la consolacion college-valenzuela valenzuela metro manila philippines,,14.6880962,120.9649169,google,"MXQ7+6XM, St Jude Subdivision, Valenzuela, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,South SEED LPDH College,Private,Metro Manila,Las Piñas,"South SEED LPDH College, Las Piñas, Metro Manila, Philippines",south seed lpdh college las pinas metro manila philippines,,14.4547878,120.9950287,google,"BH Homes, Yokohama, Las Piñas, 1740 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Bethel Bible College of the Assemblies of God,Private,Metro Manila,Valenzuela,"Bethel Bible College of the Assemblies of God, Valenzuela, Metro Manila, Philippines",bethel bible college of the assemblies of god valenzuela metro manila philippines,"Bethel Bible College of the Assemblies of God, Valenzuela, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Christ the King College of Science and Technology,Private,Metro Manila,Muntinlupa,"Christ the King College of Science and Technology, Muntinlupa, Metro Manila, Philippines",christ the king college of science and technology muntinlupa metro manila philippines,,14.3971852,121.0470678,google,"Jaysonsville II,, 92WW+VRG, Muntinlupa, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Colegio de San Gabriel Archangel of Caloocan,Private,Metro Manila,Caloocan,"Colegio de San Gabriel Archangel of Caloocan, Caloocan, Metro Manila, Philippines",colegio de san gabriel archangel of caloocan caloocan metro manila philippines,,14.7805446,121.0356279,google,"Block 1 Lots 1-5 Phase 10 Package 6 Brgy. 176 Bagong Silang, Caloocan, 1428 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,St. Vincent de Ferrer College of Camarin,Private,Metro Manila,Caloocan,"St. Vincent de Ferrer College of Camarin, Caloocan, Metro Manila, Philippines",street. vincent de ferrer college of camarin caloocan metro manila philippines,"St. Vincent de Ferrer College of Camarin, Caloocan, Metro Manila, Philippines, Metro Manila, Philippines",14.7570902,121.0595478,google,"Area D, SVFC Compound, San Vincente Ferrer St, Brgy 178 Camarin, Caloocan, 1400 Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,Datamex College of Saint Adeline-Fairview,Private,Metro Manila,Quezon City,"Datamex College of Saint Adeline-Fairview, Quezon City, Metro Manila, Philippines",datamex college of saint adeline-fairview quezon city metro manila philippines,,14.705327,121.0778961,google,"85 Commonwealth Ave, Greater Fairview, Quezon City, 1118 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Asian Institute of Computer Studies-Bicutan,Private,Metro Manila,Parañaque,"Asian Institute of Computer Studies-Bicutan, Parañaque, Metro Manila, Philippines",asian institute of computer studies-bicutan paranaque metro manila philippines,,14.4853621,121.0407112,google,"1571 Triangle Bldg., Doa Soledad Avenue, Better Living Subd, Parañaque, 1709 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Access Computer and Technical Colleges-Camarin,Private,Metro Manila,Caloocan,"Access Computer and Technical Colleges-Camarin, Caloocan, Metro Manila, Philippines",access computer and technical colleges-camarin caloocan metro manila philippines,"Access Computer and Technical Colleges-Camarin, Caloocan, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Datamex College of Saint Adeline-Valenzuela,Private,Metro Manila,Valenzuela,"Datamex College of Saint Adeline-Valenzuela, Valenzuela, Metro Manila, Philippines",datamex college of saint adeline-valenzuela valenzuela metro manila philippines,,14.6765648,120.9808094,google,"11, Gotaco Building 2, MacArthur Highway, Marulas, Gotaco, R-9, Valenzuela, 1440 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,School of Fashion and the Arts,Private,Metro Manila,Makati,"School of Fashion and the Arts, Makati, Metro Manila, Philippines",school of fashion and the arts makati metro manila philippines,"School of Fashion and the Arts, Makati, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,ICI Global University,Private,Metro Manila,Pasig,"ICI Global University, Pasig, Metro Manila, Philippines",ici global university pasig metro manila philippines,"ICI Global University, Pasig, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Southville International School,Private,Metro Manila,Las Piñas,"Southville International School, Las Piñas, Metro Manila, Philippines",southville international school las pinas metro manila philippines,,14.4550489,120.9950908,google,"1281 Tropical Avenue Corner Luxembourg Street, BF Homes International, Las Piñas, 1740 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,St. Therese of the Child Jesus Institute of Arts and Sciences,Private,Metro Manila,Pasay,"St. Therese of the Child Jesus Institute of Arts and Sciences, Pasay, Metro Manila, Philippines",street. therese of the child jesus institute of arts and sciences pasay metro manila philippines,"St. Therese of the Child Jesus Institute of Arts and Sciences, Pasay, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Arellano University-Mandaluyong,Private,Metro Manila,Mandaluyong,"Arellano University-Mandaluyong, Mandaluyong, Metro Manila, Philippines",arellano university-mandaluyong mandaluyong metro manila philippines,"Arellano University-Mandaluyong, Mandaluyong, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,La Verdad Christian College-Caloocan,Private,Metro Manila,Caloocan,"La Verdad Christian College-Caloocan, Caloocan, Metro Manila, Philippines",la verdad christian college-caloocan caloocan metro manila philippines,"La Verdad Christian College-Caloocan, Caloocan, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Rizal Technological University-Pasig,SUC,Metro Manila,Pasig,"Rizal Technological University-Pasig, Pasig, Metro Manila, Philippines",rizal technological university-pasig pasig metro manila philippines,,14.5730514,121.0999984,google,"Eusebio, Pasig, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Eclaro Academy,Private,Metro Manila,Quezon City,"Eclaro Academy, Quezon City, Metro Manila, Philippines",eclaro academy quezon city metro manila philippines,,14.6722182,121.0780047,google,"5 Zuzuarregui St, Quezon City, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Asia Harvesters College and Seminary,Private,Metro Manila,Quezon City,"Asia Harvesters College and Seminary, Quezon City, Metro Manila, Philippines",asia harvesters college and seminary quezon city metro manila philippines,,14.680397,121.080759,google,"Puno Foundation Building , Holy Spirit Drive, Holy Spirit , 1127 Quezon City , Metro Manila, Quezon City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Don Carlo Cavina School,Private,Metro Manila,Las Piñas,"Don Carlo Cavina School, Las Piñas, Metro Manila, Philippines",don carlo cavina school las pinas metro manila philippines,"Don Carlo Cavina School, Las Piñas, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Integrated Innovation and Hospitality Colleges,Private,Metro Manila,Quezon City,"Integrated Innovation and Hospitality Colleges, Quezon City, Metro Manila, Philippines",integrated innovation and hospitality colleges quezon city metro manila philippines,"Integrated Innovation and Hospitality Colleges, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Philippine School of Interior Design- AHLEN Institute,Private,Metro Manila,Taguig,"Philippine School of Interior Design- AHLEN Institute, Taguig, Metro Manila, Philippines",philippine school of interior design- ahlen institute taguig metro manila philippines,"Philippine School of Interior Design- AHLEN Institute, Taguig, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Recoletos School of Theology,Private,Metro Manila,Quezon City,"Recoletos School of Theology, Quezon City, Metro Manila, Philippines",recoletos school of theology quezon city metro manila philippines,,14.6783134,121.0608036,google,"M3H6+88F, Quezon City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Dr. Jose Fabella Memorial Hospital School of Midwifery,OGS,Metro Manila,Manila,"Dr. Jose Fabella Memorial Hospital School of Midwifery, Manila, Metro Manila, Philippines",dr. jose fabella memorial hospital school of midwifery manila metro manila philippines,,14.606261,120.984188,google,"Dr.Jose Fabella Memorial Hospital, Lope de Vega St, 312, Sta.Cruz, 1003 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,CIIT College of Arts and Technology,Private,Metro Manila,Quezon City,"CIIT College of Arts and Technology, Quezon City, Metro Manila, Philippines",ciit college of arts and technology quezon city metro manila philippines,,14.6295232,121.0419378,google,"94 Kamuning Rd, Diliman, Quezon City, 1103 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Southeast Asia Christian College,Private,Metro Manila,Caloocan,"Southeast Asia Christian College, Caloocan, Metro Manila, Philippines",southeast asia christian college caloocan metro manila philippines,,14.6580637,120.9839909,google,"42 Monserrat St., MBS, 083 Caloocan City Metro Manila, Caloocan, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Datamex College of Saint Adeline-Parañaque,Private,Metro Manila,Parañaque,"Datamex College of Saint Adeline-Parañaque, Parañaque, Metro Manila, Philippines",datamex college of saint adeline-paranaque paranaque metro manila philippines,"Datamex College of Saint Adeline-Parañaque, Parañaque, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,FEU Institute of Technology,Private,Metro Manila,Manila,"FEU Institute of Technology, Manila, Metro Manila, Philippines",feu institute of technology manila metro manila philippines,,14.604119,120.9886247,google,"Padre Paredes St, Sampaloc, Manila, 1015 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Makati Science Technological Institute of the Philippines,Private,Metro Manila,Manila,"Makati Science Technological Institute of the Philippines, Manila, Metro Manila, Philippines",makati science technological institute of the philippines manila metro manila philippines,,14.600897,121.0127397,google,"4410 erl bldg, Mesa, Old Sta. Mesa St, Sampaloc, Manila, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Electron College of Technical Education,Private,Metro Manila,Quezon City,"Electron College of Technical Education, Quezon City, Metro Manila, Philippines",electron college of technical education quezon city metro manila philippines,,14.698849,121.034194,google,"Electron Tech. Bldg, 664 Quirino Hwy, Novaliches, Quezon City, 1116 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Marianum College,Private,Metro Manila,Muntinlupa,"Marianum College, Muntinlupa, Metro Manila, Philippines",marianum college muntinlupa metro manila philippines,,14.378704,121.0534014,google,"146-D Magallanes St, Muntinlupa, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Metropolitan Institute of Arts and Sciences,Private,Metro Manila,Caloocan,"Metropolitan Institute of Arts and Sciences, Caloocan, Metro Manila, Philippines",metropolitan institute of arts and sciences caloocan metro manila philippines,,14.7507731,121.0458083,google,"Q22W+883, Caloocan, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Sapphire International Aviation Academy,Private,Metro Manila,Parañaque,"Sapphire International Aviation Academy, Parañaque, Metro Manila, Philippines",sapphire international aviation academy paranaque metro manila philippines,,14.4702189,121.0099134,google,"8227 Dr. A. Santos Ave. Westmont Village San Isidro, Parañaque, 1700, F2C6+32W, Paranaque - Sucat Rd, Parañaque, 1700 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,FEU Alabang,Private,Metro Manila,Muntinlupa,"FEU Alabang, Muntinlupa, Metro Manila, Philippines",feu alabang muntinlupa metro manila philippines,,14.4106849,121.0378417,google,"Corporate Woods cor. South Corporate Avenues, C26Q+545 Wood District, Filinvest City, Muntinlupa, 1781 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,GK College of Business Arts and Technology,Private,Metro Manila,Mandaluyong,"GK College of Business Arts and Technology, Mandaluyong, Metro Manila, Philippines",gk college of business arts and technology mandaluyong metro manila philippines,,14.5763901,121.0404236,google,"677 Boni cor, Aliw, Mandaluyong City, 1550 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,NBS College,Private,Metro Manila,Quezon City,"NBS College, Quezon City, Metro Manila, Philippines",nbs college quezon city metro manila philippines,,14.6393057,121.0308294,google,"3rd & 4th floors, Sct. Borromeo corner Quezon Avenue, Diliman, Quezon City, Kalakhang Maynila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,St. Chamuel College,Private,Metro Manila,Taguig,"St. Chamuel College, Taguig, Metro Manila, Philippines",street. chamuel college taguig metro manila philippines,"St. Chamuel College, Taguig, Metro Manila, Philippines, Metro Manila, Philippines",14.5282586,121.0721552,google,"1639 Gen. Luna St, Taguig, 1639 Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,College of Saint Amatiel,Private,Metro Manila,Malabon,"College of Saint Amatiel, Malabon, Metro Manila, Philippines",college of saint amatiel malabon metro manila philippines,"College of Saint Amatiel, Malabon, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,South CompEdge College,Private,Metro Manila,Parañaque,"South CompEdge College, Parañaque, Metro Manila, Philippines",south compedge college paranaque metro manila philippines,,14.529923,120.996938,google,"260, 1702 Quirino Ave, Parañaque, 1702 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,United Christian Academy College of Asia,Private,Metro Manila,Parañaque,"United Christian Academy College of Asia, Parañaque, Metro Manila, Philippines",united christian academy college of asia paranaque metro manila philippines,"United Christian Academy College of Asia, Parañaque, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Colegio de Muntinlupa,LUC,Metro Manila,Muntinlupa,"Colegio de Muntinlupa, Muntinlupa, Metro Manila, Philippines",colegio de muntinlupa muntinlupa metro manila philippines,,14.4576702,121.0507301,google,"Mayor J.Posadas Ave, Muntinlupa, 1770 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Parañaque City College,LUC,Metro Manila,Parañaque,"Parañaque City College, Parañaque, Metro Manila, Philippines",paranaque city college paranaque metro manila philippines,,14.4918213,120.9863619,google,"Coastal Road, cor Victor Medina, Parañaque, 1700 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,ACLC College of Commonwealth,Private,Metro Manila,Quezon City,"ACLC College of Commonwealth, Quezon City, Metro Manila, Philippines",aclc college of commonwealth quezon city metro manila philippines,,14.6786857,121.0828801,google,"Block 11 Lot 31, Lirio 1 Building, Commonwealth Ave, Quezon City, 1126 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,ACLC College of Manila,Private,Metro Manila,Manila,"ACLC College of Manila, Manila, Metro Manila, Philippines",aclc college of manila manila metro manila philippines,"ACLC College of Manila, Manila, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,FEU Diliman,Private,Metro Manila,Quezon City,"FEU Diliman, Quezon City, Metro Manila, Philippines",feu diliman quezon city metro manila philippines,,14.6852744,121.0644142,google,"Sampaguita Avenue, Mapayapa Village III, Quezon City, 1101 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,NU Fairview,Private,Metro Manila,Quezon City,"NU Fairview, Quezon City, Metro Manila, Philippines",nu fairview quezon city metro manila philippines,,14.7329749,121.0603167,google,"SM Fairview Complex, Quirino Hwy, corner Regalado Hwy, Quezon City, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,St. Francis Technical Institute,Private,Metro Manila,Caloocan,"St. Francis Technical Institute, Caloocan, Metro Manila, Philippines",street. francis technical institute caloocan metro manila philippines,"St. Francis Technical Institute, Caloocan, Metro Manila, Philippines, Metro Manila, Philippines",14.745434,121.0536429,google,"5604 Zapote Rd, Caloocan, Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,Mandaluyong College of Science and Technology,LUC,Metro Manila,Mandaluyong,"Mandaluyong College of Science and Technology, Mandaluyong, Metro Manila, Philippines",mandaluyong college of science and technology mandaluyong metro manila philippines,,14.5844398,121.0348649,google,"Welfareville Compound, Mandaluyong City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Iglesia ni Cristo (Church of Christ) School for Ministers,Private,Metro Manila,Quezon City,"Iglesia ni Cristo (Church of Christ) School for Ministers, Quezon City, Metro Manila, Philippines",iglesia ni cristo (church of christ) school for ministers quezon city metro manila philippines,"Iglesia ni Cristo (Church of Christ) School for Ministers, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
