title,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_by
Proscenium Lincoln (Facing Amenities) 2BR Semi Furnished Code 6081,Proscenium at Rockwell,Proscenium at Rockwell,118 sqm,118 sqm,"₱ 45,880,000","Guadalupe Viejo, Makati",2 bedrooms,2 bathrooms,,Unfurnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Jhon Padua
"Salcedo Skysuites | Studio Unit for Sale in Salcedo Skysuites, Salcedo Village, Makati City",,,36 sqm,36 sqm,"₱ 6,500,000","Bel-Air, Makati",,1 bathroom,,Unfurnished,Condo,For Sale,,1,,,Zach Pe
"1-Bedroom Corner Condo Unit for Sale / Lease in SMDC Jazz, Tower D, Makati City",,,,54 sqm,,"Bel-Air, Makati",1 bedroom,1 bathroom,,Partly furnished,Condo,Buy & Rent,,,,,PhilPro Real Estate
"Studio Condo Unit for Sale / Lease in The Lerato, Tower 1, Makati City",,,,37 sqm,,"Bel-Air, Makati",,,,Fully furnished,Condo,Buy & Rent,,,,,PhilPro Real Estate
Corner Unit Condo for Sale in Makati City at Alphaland Makati Place,Alphaland Makati Place,Alphaland Makati Place,,63 sqm,"₱ 14,000,000","Bangkal, Makati",1 bedroom,1 bathroom,,,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/alphaland-makati-place/,Yvette De Asis
"JOYA LOFTS & TOWERS | Two Bedroom 2BR Unit For Sale in Joya Lofts and Towers in Rockwell Center, Makati City",,,79 sqm,79 sqm,"₱ 28,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,Fully furnished,Condo,For Sale,,1,,,Zach Pe
Repriced! 3BR Unit For Sale - Solstice Tower,Solstice at Circuit Makati,Solstice at Circuit Makati,,109 sqm,"₱ 19,620,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,36,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/41032-73-dca92f7ad779-79a-3ee8d902-bfc4-43f2,Veronica Ginez
First Home or Investment? 1BR Condo at San Antonio Residence | 38 sqm | RFO | Affordable Rent-to-Own Terms,San Antonio Residence,San Antonio Residence,38 sqm,38 sqm,"₱ 6,942,500","San Antonio, Makati",1 bedroom,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/san-antonio-residence/,Ace Realty
Work + Live in Style! Studio Unit at The Ellis Makati | 34.5 sqm | RFO | Rent-to-Own,The Ellis,The Ellis,34 sqm,34 sqm,"₱ 9,610,300","Bel-Air, Makati",,1 bathroom,,,Studio,For Sale,,,,https://www.lamudi.com.ph/projects/the-ellis/,Ace Realty
"FOR SALE: Prime 3BR Corner Unit in The Proscenium Residences, Rockwell, Makati City",The Proscenium,The Proscenium,147 sqm,147 sqm,"₱ 62,800,000","Bangkal, Makati",3 bedrooms,3 bathrooms,9,Fully furnished,Condo,For Sale,,2,Freehold,https://www.lamudi.com.ph/projects/41032-73-98162a6702eb-e084-941017d9-bfd5-46f1,RMS Capitals
"For Sale 3BR Unit in Luna Garden, Rockwell, Makati City",Luna Gardens,Luna Gardens,247 sqm,247 sqm,"₱ 85,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,,Fully furnished,Condo,For Sale,,2,Freehold,https://www.lamudi.com.ph/projects/luna-gardens/,RMS Capitals
"For Sale: Prime 3BR Loft Unit in One Rockwell, West Tower, Rockwell, Makati City",One Rockwell,One Rockwell,153 sqm,153 sqm,"₱ 50,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,9,Fully furnished,Condo,For Sale,,2,Freehold,https://www.lamudi.com.ph/projects/one-rockwell/,RMS Capitals
"Elegant 3BR Unit For Sale in The Proscenium, Sakura Tower, Rockwell, Makati City",The Proscenium,The Proscenium,194 sqm,194 sqm,"₱ 85,000,000","Bangkal, Makati",3 bedrooms,3 bathrooms,9,Fully furnished,Condo,For Sale,,2,Freehold,https://www.lamudi.com.ph/projects/41032-73-98162a6702eb-e084-941017d9-bfd5-46f1,RMS Capitals
"Elegant 3BR Unit For Sale in The Proscenium, Kirov Tower, Rockwell, Makati City",The Proscenium,The Proscenium,224 sqm,224 sqm,"₱ 90,000,000","Bangkal, Makati",3 bedrooms,3 bathrooms,19,Unfurnished,Condo,For Sale,,2,Freehold,https://www.lamudi.com.ph/projects/41032-73-98162a6702eb-e084-941017d9-bfd5-46f1,RMS Capitals
"Prime 3BR Unit For Sale in Kirov Tower, The Proscenium, Rockwell, Makati City",The Proscenium at Rockwell,The Proscenium at Rockwell,224 sqm,224 sqm,"₱ 97,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,8,Fully furnished,Condo,For Sale,,2,Freehold,https://www.lamudi.com.ph/projects/41032-73-4236818733a6-4ab3-5bd02b34-ab99-4333,RMS Capitals
"For Sale: Studio Unit in The Proscenium Residences, Rockwell Center, Makati City",,,,30 sqm,"₱ 13,000,000","Guadalupe Viejo, Makati",1 bedroom,1 bathroom,,,Condo,For Sale,,,,,Vibe Prime
FULLY-FURNISHED 1 BEDROOM CONDO IN ALPHALAND MAKATI PLACE,Alphaland Makati Place,Alphaland Makati Place,63 sqm,63 sqm,"₱ 14,000,000","Bangkal, Makati",1 bedroom,1 bathroom,,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/alphaland-makati-place/,Rhonalyn Sinag
Perfect for Work-from-Home! Executive 1BR Condo at The Ellis Makati | 69 sqm | RFO | Rent-to-Own,The Ellis,The Ellis,69 sqm,69 sqm,"₱ 18,351,200","Bel-Air, Makati",1 bedroom,,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/the-ellis/,Ace Realty
For Sale Premium Two Bedroom Condo Unit in Rockwell Makati,Proscenium at Rockwell,Proscenium at Rockwell,93 sqm,93 sqm,"₱ 35,000,000","Guadalupe Viejo, Makati",2 bedrooms,2 bathrooms,51,Unfurnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Shiera Lining
"The Milano Residences, 44 sqm Penthouse 1 bedroom fully furnished unit w/balcony & 1 parking for sale",,,44 sqm,44 sqm,"₱ 10,000,000","Makati, Metro Manila",1 bedroom,1 bathroom,,Fully furnished,Condo,For Sale,,1,Freehold,,PropertyGPS Realty & Consultancy
"Studio Unit in Makati City, San Antonio Residence, Low DP and Low monthly",San Antonio Residence,San Antonio Residence,26 sqm,26 sqm,"₱ 5,602,500","San Antonio, Makati",,1 bathroom,,,Studio,For Sale,,,,https://www.lamudi.com.ph/projects/san-antonio-residence/,Ace Realty
SANLORENZO33XT4: For Sale 1BR Fully Furnished Big Cut Corner Unit in San Lorenzo Place,San Lorenzo Place,San Lorenzo Place,,32 sqm,"₱ 5,300,000","Bangkal, Makati",1 bedroom,1 bathroom,33,Fully furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/san-lorenzo-place/,Kondo Ko Property Management
Park Terraces 1 Bedroom with Parking for Sale,Park Terraces,Park Terraces,70 sqm,70 sqm,"₱ 22,687,500","Makati, Metro Manila",1 bedroom,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/park-terraces/,Abbey Angeles
Park Terraces 1 Bedroom for Sale or Lease,Park Terraces,Park Terraces,74 sqm,74 sqm,,"Makati, Metro Manila",1 bedroom,1 bathroom,,,Condo,Buy & Rent,,1,,https://www.lamudi.com.ph/projects/park-terraces/,Abbey Angeles
"1-Bedroom Condo Unit for Sale in Raffles Residences, Makati City",,,,81 sqm,"₱ 29,000,000","Makati, Metro Manila",1 bedroom,1 bathroom,,Fully furnished,Condo,For Sale,,1,,,PhilPro Real Estate
"1-Bedroom Condo Unit for Sale in Avida Asten, Tower 2, Makati City",,,,40 sqm,"₱ 10,000,000","San Antonio, Makati",1 bedroom,,,,Condo,For Sale,,,,,PhilPro Real Estate
"Makati City, 1 Bedroom Condo for Sale in Solstice Tower at Circuit Makati",Solstice at Circuit Makati,Solstice at Circuit Makati,,78 sqm,"₱ 11,985,000","Makati, Metro Manila",1 bedroom,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/41032-73-dca92f7ad779-79a-3ee8d902-bfc4-43f2,Yvette De Asis
"FOR SALE - Unit in The Columns Ayala Avenue by Alveo Land, Brgy. Bel Air, Makati City",,,,48 sqm,"₱ 9,000,000","Bel-Air, Makati",1 bedroom,,,,Condo,For Sale,,,,,Luxe Realty
"Studio Condo Unit for Sale in The Beacon, Amorsolo Tower, Makati City",,,,21 sqm,"₱ 4,000,000","Chino Roces, Makati",,,,Fully furnished,Condo,For Sale,,,,,PhilPro Real Estate
3 Bedroom Condo for Sale at The Salcedo Park Condominium in Makati City,The Salcedo Park Condominum,The Salcedo Park Condominum,180 sqm,180 sqm,"₱ 36,500,000","Bel-Air, Makati",3 bedrooms,3 bathrooms,,Partly furnished,Condo,For Sale,,2,,https://www.lamudi.com.ph/projects/41032-73-38bea5f6aa94-9311-18a62f4b-bda7-4090,Franzel B. Muñez
"Paseo Parkview Suites 2 Bedroom Loft Unit for Sale in Salcedo Village, Makati",Paseo Parkview Suites,Paseo Parkview Suites,75 sqm,75 sqm,"₱ 12,500,000","Bel-Air, Makati",2 bedrooms,2 bathrooms,,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/paseo-parkview-suites/,Franzel B. Muñez
3BR Condo for Sale at Signa Designer Residences Tower 2 in Makati City,Signa Designer Residences,Signa Designer Residences,92 sqm,92 sqm,"₱ 13,000,000","Bel-Air, Makati",3 bedrooms,2 bathrooms,,Partly furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/signa-designer-residences-1/,Franzel B. Muñez
"Semi-Furnished Studio Condo for Sale in Avida Towers One Union Place, Taguig City",Avida Towers Makati West,Avida Towers Makati West,,22 sqm,"₱ 4,000,000","San Antonio, Makati",,1 bathroom,,,Studio,For Sale,,,,https://www.lamudi.com.ph/projects/avida-towers-makati-west/,Yvette De Asis
2 Bedroom Condo for Sale at One Rockwell in Makati City,One Rockwell,One Rockwell,100 sqm,100 sqm,"₱ 30,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,Partly furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/one-rockwell/,Franzel B. Muñez
2 Bedroom Fully-furnished Condo for Sale at Mayfair Mansion in Makati City,Mayfair Mansion,Mayfair Mansion,129 sqm,129 sqm,"₱ 25,500,000","Legazpi Village, Makati",2 bedrooms,2 bathrooms,,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/mayfair-mansion/,Franzel B. Muñez
"FOR LEASE - Studio Condo Unit in Lincoln Tower, Proscenium at Rockwell, Makati City",,,,33 sqm,"₱ 35,000","Guadalupe Viejo, Makati",,,,,Studio,For Sale,,,,,Luxe Realty
"2-Bedroom Condo for Sale in Escala Salcedo, Makati City",,,,73 sqm,"₱ 22,000,000","Bel-Air, Makati",2 bedrooms,1 bathroom,,Fully furnished,Condo,For Sale,,1,,,PhilPro Real Estate
"2-Bedroom Condo Unit for Sale in Escala Salcedo, Makati City",,,,73 sqm,"₱ 22,000,000","Bel-Air, Makati",2 bedrooms,2 bathrooms,,,Condo,For Sale,,1,,,PhilPro Real Estate
"2 Bedroom For Sale in Easton Place, Makati City",,,123 sqm,123 sqm,"₱ 24,000,000","Bel-Air, Makati",2 bedrooms,2 bathrooms,23,Fully furnished,Condo,For Sale,1987,1,Leasehold,,Eva Marzan
"Studio For Sale in One Central, Makati City",,,32 sqm,32 sqm,"₱ 6,800,000","Bel-Air, Makati",,1 bathroom,28,Fully furnished,Studio,For Sale,2013,,Leasehold,,Eva Marzan
"2 Bedroom For Sale in The Proscenium Residences, Makati City",,,89 sqm,89 sqm,"₱ 35,000,000","Guadalupe Viejo, Makati",2 bedrooms,2 bathrooms,0,Partly furnished,Condo,For Sale,2018,1,,,The Infinity Realty Inc.
2 Bedrooms Condo in San Lorenzo Place Makati City for Sale.,,,38 sqm,38 sqm,"₱ 4,000,000","Bangkal, Makati",2 bedrooms,1 bathroom,29,Fully furnished,Condo,For Sale,,,Freehold,,Irene Andersen (287034)
Live the High Life: 1BR Condo with Balcony at Signa Designer Residences Tower 2,Signa Designer Residences,Signa Designer Residences,41 sqm,41 sqm,"₱ 6,980,000","Bel-Air, Makati",1 bedroom,1 bathroom,10,Fully furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/signa-designer-residences-1/,Mary Grace Eboa
FULLY-FURNISHED 2 BEDROOM CONDO IN PROSCENIUM AT ROCKWELL,Proscenium at Rockwell,Proscenium at Rockwell,118 sqm,118 sqm,"₱ 45,000,000","Guadalupe Viejo, Makati",2 bedrooms,2 bathrooms,,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Rhonalyn Sinag
SPACIOUS 3 BEDROOM CONDO IN TWIN TOWERS MAKATI,Twin Towers,Twin Towers,271 sqm,271 sqm,"₱ 60,000,000","Urdaneta, Makati",3 bedrooms,3 bathrooms,,Unfurnished,Condo,For Sale,,2,,https://www.lamudi.com.ph/projects/twin-towers/,Rhonalyn Sinag
"FOR SALE Condominium located in Point Tower, Park Terraces, Brgy. San Lorenzo, Makati City",,,,66 sqm,"₱ 20,800,000","Makati, Metro Manila",1 bedroom,1 bathroom,,,Condo,For Sale,,1,,,Grandeur Realty
Clean Title RFO Furnished 46 sqm 1BR with Balcony FOR SALE at Gramercy Residences Poblacion Makati,The Gramercy Residences,The Gramercy Residences,,46 sqm,"₱ 10,900,000","Makati, Metro Manila",1 bedroom,1 bathroom,17,Fully furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/gramercy-residences/,Aurea Caampued
For Sale Three Bedroom Condo Unit at Proscenium Rockwell Makati,Proscenium at Rockwell,Proscenium at Rockwell,241 sqm,241 sqm,"₱ 90,000,050","Guadalupe Viejo, Makati",3 bedrooms,3 bathrooms,39,Fully furnished,Condo,For Sale,,2,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Shiera Lining
For Sale Modern Interior at Manansala Rockwell Makati,Manansala Tower,Manansala Tower,116 sqm,116 sqm,"₱ 38,000,000","Bangkal, Makati",2 bedrooms,2 bathrooms,41,Fully furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/41032-73-845dc2345ca5-d6ae-f4ee9ab8-b2ed-4845,Shiera Lining
For Sale  Two Bedroom Condo Unit at Proscenium Rockwell Makati,Proscenium at Rockwell,Proscenium at Rockwell,119 sqm,119 sqm,"₱ 39,000,000","Guadalupe Viejo, Makati",2 bedrooms,2 bathrooms,52,Partly furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Shiera Lining
For Sale Two Bedroom Condo Flat Unit at One Rockwell Makati,One Rockwell East Tower,One Rockwell East Tower,96 sqm,96 sqm,"₱ 35,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,21,Fully furnished,Loft,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/41032-73-2b4fc0b40c0-6330-79dc6a25-96e7-476b,Shiera Lining
"1BR FOR SALE❗️ONE ROCKWELL EAST, ROCKWELL MAKATI",One Rockwell East Tower,One Rockwell East Tower,53 sqm,53 sqm,"₱ 16,000,000","Makati, Metro Manila",1 bedroom,1 bathroom,,Partly furnished,Condo,Buy & Rent,,,Freehold,https://www.lamudi.com.ph/projects/41032-73-2b4fc0b40c0-6330-79dc6a25-96e7-476b,RMS PROPERTIES
140 SQM 2BR WITH PARKING,,,140 sqm,140 sqm,₱ 20,"Bel-Air, Makati",2 bedrooms,2 bathrooms,0,Partly furnished,Condo,For Sale,1996,1,Freehold,,collecta81@gmail.com
1BR Unit For Sale - Raffles Residences,Raffles Residences,Raffles Residences,,81 sqm,"₱ 29,000,000","Makati, Metro Manila",1 bedroom,1 bathroom,17,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/raffles-residences/,Veronica Ginez
3BR Unit For Sale - Edades Tower,Edades Tower,Edades Tower,,161 sqm,"₱ 63,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,35,Unfurnished,Condo,For Sale,,2,,https://www.lamudi.com.ph/projects/41032-73-5a910dddbfe1-1658-7c98e565-97a1-4486,Veronica Ginez
2BR Unit For Sale - Easton Place Condominium,Easton Place,Easton Place,,123 sqm,"₱ 16,500,000","Bel-Air, Makati",2 bedrooms,2 bathrooms,22,,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/easton-place/,Veronica Ginez
3BR Unit For Sale - Proscenium Lorraine,Proscenium at Rockwell,Proscenium at Rockwell,,187 sqm,"₱ 73,000,000","Guadalupe Viejo, Makati",3 bedrooms,3 bathrooms,35,Partly furnished,Condo,For Sale,,2,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Veronica Ginez
"The Columns, Studio Unit for Sale, Makati City",The Columns,The Columns,,30 sqm,"₱ 5,000,000","Bangkal, Makati",,1 bathroom,,Fully furnished,Studio,For Sale,,,,https://www.lamudi.com.ph/projects/41032-73-e522e1325cf7-3d0c-6166e543-a50c-43e4,Skye Properties - RE/MAX 8
For Sale: 2-Bedroom Unit in Le Grand,,,135 sqm,135 sqm,"₱ 20,000,000","Urdaneta, Makati",2 bedrooms,2 bathrooms,,Partly furnished,Condo,For Sale,,1,,,Brad Zafe
"FOR SALE: 2-Bedroom Condominium in The Proscenium Residences, Makati",The Proscenium at Rockwell,The Proscenium at Rockwell,121 sqm,121 sqm,"₱ 52,000,000","Makati, Metro Manila",2 bedrooms,3 bathrooms,,Fully furnished,Condo,For Sale,,2,,https://www.lamudi.com.ph/projects/41032-73-4236818733a6-4ab3-5bd02b34-ab99-4333,RE/MAX Capital
"RUSH SALE! Century Spire Residences Studio Condo Unit for Sale in Poblacion, Makati City MOTIVATED SELLER!",Century Spire,Century Spire,,33 sqm,"₱ 6,700,000","Makati, Metro Manila",,1 bathroom,,Unfurnished,Studio,For Sale,,,,https://www.lamudi.com.ph/projects/century-spire/,Yvette De Asis
"5-Bedroom Condo Unit for Sale in Makati Prime, Makati City",,,,176 sqm,"₱ 17,000,000","Makati, Metro Manila",5 bedrooms,4 bathrooms,,,Condo,For Sale,,,,,PhilPro Real Estate
For Sale and Lease Two Bedroom Condo Loft Unit at Joya Rockwell Makati,Joya Lofts and Towers,Joya Lofts and Towers,2 sqm,93 sqm,,"Makati, Metro Manila",2 bedrooms,2 bathrooms,5,Fully furnished,Condo,Buy & Rent,,1,,https://www.lamudi.com.ph/projects/joya-lofts-and-towers/,Shiera Lining
"3 Bedroom For Sale Lorraine Tower, Makati City",,,138 sqm,138 sqm,"₱ 56,000,000","Rockwell, Makati",3 bedrooms,3 bathrooms,26,Fully furnished,Condo,For Sale,,2,,,Eva Marzan
"3 Bedroom For Sale in St. Moritz Private Estate, Taguig City",St. Moritz Private Estate,St. Moritz Private Estate,,115 sqm,"₱ 42,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/st-moritz-private-estate/,Eva Marzan
"3 Bedroom For Sale In Salcedo Park, Makati City",Salcedo Park,Salcedo Park,,180 sqm,"₱ 35,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/41032-73-1ed7f2300295-bee9-7b258b23-8ef2-4612,Eva Marzan
For Sale Brand New Two Bedroom Condo Unit in Proscenium Rockwell Makati,Proscenium at Rockwell,Proscenium at Rockwell,121 sqm,121 sqm,"₱ 39,000,000","Guadalupe Viejo, Makati",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Shiera Lining
For Sale Penthouse Three Bedroom Condo Unit at One Rockwell Makati,One Rockwell,One Rockwell,184 sqm,184 sqm,"₱ 60,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,,,Penthouse,For Sale,,,,https://www.lamudi.com.ph/projects/one-rockwell/,Shiera Lining
For Sale Premium One Bedroom Condo Unit at Proscenium Rockwell Makati,Proscenium at Rockwell,Proscenium at Rockwell,60 sqm,60 sqm,"₱ 23,500,000","Guadalupe Viejo, Makati",1 bedroom,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Shiera Lining
For Lease Two Bedroom Condo Unit in One Rockwell East Makati,One Rockwell,One Rockwell,70 sqm,70 sqm,"₱ 24,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/one-rockwell/,Shiera Lining
For Sale  Brand New Two Bedroom Condo Unit in Balmori Suites at Rockwell Makati,The Balmori Suites,The Balmori Suites,144 sqm,144 sqm,"₱ 105,000,000","Makati, Metro Manila",3 bedrooms,2 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/the-balmori-suites/,Shiera Lining
For Sale Two Bedroom Condo Unit in Park Terraces Makati,Park Terraces,Park Terraces,115 sqm,115 sqm,"₱ 46,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,2,Fully furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/park-terraces/,Shiera Lining
For Sale Three Bedroom Condo Unit in Edades Wet Makati,,,244 sqm,244 sqm,"₱ 148,449,600","Rockwell, Makati",3 bedrooms,,,,Condo,For Sale,,,,,Shiera Lining
For Sale Two Bedroom Condo Unit in Edades West Rockwell Makati,,,130 sqm,130 sqm,"₱ 74,750,000","Rockwell, Makati",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,,Shiera Lining
For Sale Three Bedroom Condo Unit in Proscenium Residences at Rockwell Makati,,,147 sqm,147 sqm,"₱ 62,500,000","Guadalupe Viejo, Makati",3 bedrooms,3 bathrooms,,,Condo,For Sale,,,,,Shiera Lining
For Sale Two Bedroom Condo Unit in Manansala Rockwell Makati,The Manansala,The Manansala,116 sqm,116 sqm,"₱ 35,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/the-manansala/,Shiera Lining
For Sale Three Bedroom Condo Unit in Kirov Proscenium Rockwell Makati,Proscenium at Rockwell,Proscenium at Rockwell,224 sqm,224 sqm,"₱ 90,000,000","Guadalupe Viejo, Makati",3 bedrooms,,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Shiera Lining
For Sale Two Bedroom Condo Unit in One Rockwell Makati,One Rockwell,One Rockwell,107 sqm,107 sqm,"₱ 32,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,,Loft,For Sale,,,,https://www.lamudi.com.ph/projects/one-rockwell/,Shiera Lining
For Sale Two Bedroom Loft Unit in One Rockwell Makati,One Rockwell,One Rockwell,117 sqm,117 sqm,"₱ 35,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,,Loft,For Sale,,,,https://www.lamudi.com.ph/projects/one-rockwell/,Shiera Lining
For Sale Three Bedroom Condo Unit in Sakura Proscenium Rockwell Makati,Proscenium at Rockwell,Proscenium at Rockwell,202 sqm,202 sqm,"₱ 77,000,000","Guadalupe Viejo, Makati",3 bedrooms,3 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Shiera Lining
For Sale Three Bedroom Condo Unit at The Proscenium Residences Rockwell Makati,Proscenium at Rockwell,Proscenium at Rockwell,147 sqm,147 sqm,"₱ 66,500,000","Guadalupe Viejo, Makati",3 bedrooms,3 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Shiera Lining
For Sale Three Bedroom Penthouse Condo Unit at Edades Tower Rockwell Makati,EDADES TOWER AND GARDEN VILLAS,EDADES TOWER AND GARDEN VILLAS,160 sqm,160 sqm,"₱ 65,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,,,Loft,For Sale,,,,https://www.lamudi.com.ph/projects/edades-tower-and-garden-villas/,Shiera Lining
For Sale Two Bedroom Condo Unit at Proscenium Residences at Rockwell Makati,Proscenium at Rockwell,Proscenium at Rockwell,121 sqm,121 sqm,"₱ 46,000,000","Guadalupe Viejo, Makati",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,Shiera Lining
Best Deal Two Bedroom Condo For Sale in Amorsolo Rockwell Makati,,,157 sqm,157 sqm,"₱ 54,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,,Shiera Lining
For Sale Three Bedroom Condo Unit at One Rockwell Makati,One Rockwell,One Rockwell,141 sqm,141 sqm,"₱ 45,000,000","Makati, Metro Manila",3 bedrooms,2 bathrooms,39,Fully furnished,Loft,For Sale,,2,,https://www.lamudi.com.ph/projects/one-rockwell/,Shiera Lining
For Sale Two Bedroom Condo Loft Unit in One Rockwell Makati,One Rockwell,One Rockwell,106 sqm,106 sqm,"₱ 30,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/one-rockwell/,Shiera Lining
For Sale Two Bedroom Condo Unit at One Rockwell Makati,One Rockwell,One Rockwell,106 sqm,106 sqm,"₱ 34,222,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/one-rockwell/,Shiera Lining
For Sale Two Bedroom Condo Unit at One Rockwell East Makati,One Rockwell,One Rockwell,135 sqm,135 sqm,"₱ 36,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/one-rockwell/,Shiera Lining
